,approach,model_label,classifier,preprocessing,undersampling,anomaly,metric,1,import_order
4357,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.03032345013477089,4312
4413,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.09029649595687328,4368
4469,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.0074123989218328745,4424
4525,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.10040431266846361,4480
4581,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.07210242587601079,4536
4637,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.006064690026954145,4592
4693,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.13746630727762804,4648
4749,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,-0.04312668463611857,4704
4805,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.030997304582210228,4760
4861,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.0357142857142857,4816
4917,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Event / Encounter,recall,0.012129380053908345,4872
4101,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.03762376237623766,4088
4157,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.0,4144
4213,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.06336633663366342,4200
4269,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.04290429042904298,4256
4325,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.017821782178217838,4312
4381,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.042244224422442245,4368
4437,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.009240924092409175,4424
4493,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.06006600660066008,4480
4549,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.024422442244224407,4536
4605,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.04950495049504944,4592
4661,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.12541254125412543,4648
4717,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,-0.01980198019801982,4704
4773,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.001980198019801982,4760
4829,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.0,4816
4885,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Flight Deck / Cabin / Aircraft Event,recall,0.0,4872
4129,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.14312267657992567,4088
4185,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.10130111524163571,4144
4241,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,-0.05297397769516726,4200
4297,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.07527881040892198,4256
4353,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.1096654275092937,4312
4409,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.0789962825278811,4368
4465,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.09200743494423796,4424
4521,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.08178438661710036,4480
4577,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.09014869888475835,4536
4633,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.11617100371747208,4592
4689,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.04832713754646839,4648
4745,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.05297397769516726,4704
4801,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.08271375464684011,4760
4857,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.03252788104089216,4816
4913,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Incursion,recall,0.0789962825278811,4872
4093,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,0.022388059701492546,4088
4149,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.11567164179104478,4144
4205,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.4203980099502488,4200
4261,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.22885572139303484,4256
4317,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.10199004975124382,4312
4373,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.16791044776119407,4368
4429,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.2139303482587065,4424
4485,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.2064676616915423,4480
4541,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.16417910447761197,4536
4597,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.060945273631840824,4592
4653,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.4216417910447761,4648
4709,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.24502487562189057,4704
4765,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.10572139303482586,4760
4821,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.05472636815920401,4816
4877,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Airspace Violation,recall,-0.09950248756218905,4872
4113,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,0.10666666666666663,4088
4169,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.21142857142857144,4144
4225,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.29904761904761906,4200
4281,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.2742857142857143,4256
4337,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.18285714285714288,4312
4393,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.21904761904761905,4368
4449,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.24761904761904763,4424
4505,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.2304761904761905,4480
4561,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.16952380952380955,4536
4617,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.19238095238095237,4592
4673,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.29333333333333333,4648
4729,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.20952380952380956,4704
4785,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.17142857142857143,4760
4841,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.1619047619047619,4816
4897,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation - Speed,recall,-0.1961904761904762,4872
4125,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,0.13043478260869568,4088
4181,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.07780320366132726,4144
4237,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.3890160183066362,4200
4293,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.18764302059496568,4256
4349,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.10068649885583525,4312
4405,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.2036613272311213,4368
4461,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.1784897025171625,4424
4517,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.28375286041189934,4480
4573,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.24485125858123571,4536
4629,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,0.011441647597253968,4592
4685,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.2745995423340961,4648
4741,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.2356979405034325,4704
4797,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.09382151029748287,4760
4853,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.18764302059496568,4816
4909,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Ground Excursion,recall,-0.1807780320366133,4872
4141,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4088
4197,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4144
4253,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4200
4309,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4256
4365,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4312
4421,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4368
4477,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4424
4533,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4480
4589,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4536
4645,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4592
4701,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4648
4757,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4704
4813,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4760
4869,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4816
4925,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_No Specific Anomaly Occurred,recall,-0.032,4872
4120,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.08037469750281534,4088
4176,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.07044555609887326,4144
4232,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.045048295787671555,4200
4288,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.05635439836226919,4256
4344,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.0727983735419705,4312
4400,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.04376003285977037,4368
4456,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.06316236255467977,4424
4512,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.0458822863407351,4480
4568,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.056808600372437956,4536
4624,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.07862695777999285,4592
4680,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.023674036835712564,4648
4736,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.057800577766835115,4704
4792,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.07351623547794972,4760
4848,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.07774179877920939,4816
4904,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:20000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Deviation / Discrepancy - Procedural,precision,0.07954246304499035,4872
4088,Word-Embedding,Word_Embedding/PP/Std sampling/,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.03305610814793458,4088
4144,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.055050493348775764,4144
4200,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.042946056725163606,4200
4256,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.06083753064483133,4256
4312,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.0570011751690076,4312
4368,Word-Embedding,Word_Embedding_PP_maxlen:50_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.04635425774755697,4368
4424,Word-Embedding,Word_Embedding_PP_maxlen:400_vocab_size:3000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.06707719002222756,4424
4480,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.04070268153879253,4480
4536,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.04720873430384753,4536
4592,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:9000_pad:PRE_trunc:PRE,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.056927223881007794,4592
4648,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:500_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.043613142439638763,4648
4704,Word-Embedding,Word_Embedding_PP_maxlen:200_vocab_size:1000_pad:POST_trunc:POST,Word_Embedding,1,0,Anomaly_Aircraft Equipment,precision,0.058845673021298395,4704
